code,year,month,quarter,Производительность труда,Уровень иннов. активности,Удобства дороги,Удобства дома,Инвестиции на реконстр. и модер,Произ-во выс тех ур суб,Торговые площади,Доля продаж через интернет,Доля розничных сетей,Реальные доходы в % к соот пер,Уровень безраб квартал,Уровень безраб год,ИПР в % к соответ кв,ИПР в % к предыд кв,Прирост высокопроизв Мест тыс,Прирост высокопроизв Мест %,Номинальная зп руб,ИПЦ общий % к пред месяц,ИПЦ прод тов % к пред месяц,ИПЦ непрод тов % к пред месяц,ИПЦ услуги % к пред месяц,ИПР в % к соотв мес пред год,ИПР в % к пред мес
0,2000,1,1,,,,206.6605774064799,,,,,,,,,,,,,,,,,,,
0,2000,2,1,,,,206.6605774064799,,,,,,,,,,,,,,,,,,,
0,2000,3,1,,,,206.6605774064799,,,,,,,,,,,,,,,,,,,
0,2000,4,2,,,,206.6605774064799,,,,,,,,,,,,,,,,,,,
0,2000,5,2,,,,206.6605774064799,,,,,,,,,,,,,,,,,,,
0,2000,6,2,,,,206.6605774064799,,,,,,,,,,,,,,,,,,,
0,2000,7,3,,,,206.6605774064799,,,,,,,,,,,,,,,,,,,
0,2000,8,3,,,,206.6605774064799,,,,,,,,,,,,,,,,,,,
0,2000,9,3,,,,206.6605774064799,,,,,,,,,,,,,,,,,,,
0,2000,10,4,,,,206.6605774064799,,,,,,,,,,,,,,,,,,,
0,2000,11,4,,,,206.6605774064799,,,,,,,,,,,,,,,,,,,
0,2000,12,4,,,,206.6605774064799,,,,,,,,,,,,,,,,,,,
0,2001,1,1,,,,217.1801625604121,,,,,,,,,,,,,,,,,,,
0,2001,2,1,,,,217.1801625604121,,,,,,,,,,,,,,,,,,,
0,2001,3,1,,,,217.1801625604121,,,,,,,,,,,,,,,,,,,
0,2001,4,2,,,,217.1801625604121,,,,,,,,,,,,,,,,,,,
0,2001,5,2,,,,217.1801625604121,,,,,,,,,,,,,,,,,,,
0,2001,6,2,,,,217.1801625604121,,,,,,,,,,,,,,,,,,,
0,2001,7,3,,,,217.1801625604121,,,,,,,,,,,,,,,,,,,
0,2001,8,3,,,,217.1801625604121,,,,,,,,,,,,,,,,,,,
0,2001,9,3,,,,217.1801625604121,,,,,,,,,,,,,,,,,,,
0,2001,10,4,,,,217.1801625604121,,,,,,,,,,,,,,,,,,,
0,2001,11,4,,,,217.1801625604121,,,,,,,,,,,,,,,,,,,
0,2001,12,4,,,,217.1801625604121,,,,,,,,,,,,,,,,,,,
0,2002,1,1,,,,232.8333556998482,,,,,,,,,,,,,,,,,,,
0,2002,2,1,,,,232.8333556998482,,,,,,,,,,,,,,,,,,,
0,2002,3,1,,,,232.8333556998482,,,,,,,,,,,,,,,,,,,
0,2002,4,2,,,,232.8333556998482,,,,,,,,,,,,,,,,,,,
0,2002,5,2,,,,232.8333556998482,,,,,,,,,,,,,,,,,,,
0,2002,6,2,,,,232.8333556998482,,,,,,,,,,,,,,,,,,,
0,2002,7,3,,,,232.8333556998482,,,,,,,,,,,,,,,,,,,
0,2002,8,3,,,,232.8333556998482,,,,,,,,,,,,,,,,,,,
0,2002,9,3,,,,232.8333556998482,,,,,,,,,,,,,,,,,,,
0,2002,10,4,,,,232.8333556998482,,,,,,,,,,,,,,,,,,,
0,2002,11,4,,,,232.8333556998482,,,,,,,,,,,,,,,,,,,
0,2002,12,4,,,,232.8333556998482,,,,,,,,,,,,,,,,,,,
0,2003,1,1,,,,251.9851243929617,,,,,,,,,,,,,,,,,,,
0,2003,2,1,,,,251.9851243929617,,,,,,,,,,,,,,,,,,,
0,2003,3,1,,,,251.9851243929617,,,,,,,,,,,,,,,,,,,
0,2003,4,2,,,,251.9851243929617,,,,,,,,,,,,,,,,,,,
0,2003,5,2,,,,251.9851243929617,,,,,,,,,,,,,,,,,,,
0,2003,6,2,,,,251.9851243929617,,,,,,,,,,,,,,,,,,,
0,2003,7,3,,,,251.9851243929617,,,,,,,,,,,,,,,,,,,
0,2003,8,3,,,,251.9851243929617,,,,,,,,,,,,,,,,,,,
0,2003,9,3,,,,251.9851243929617,,,,,,,,,,,,,,,,,,,
0,2003,10,4,,,,251.9851243929617,,,,,,,,,,,,,,,,,,,
0,2003,11,4,,,,251.9851243929617,,,,,,,,,,,,,,,,,,,
0,2003,12,4,,,,251.9851243929617,,,,,,,,,,,,,,,,,,,
0,2004,1,1,,,,284.8675267886576,,,,,,,,,,,,,,,,,,,
0,2004,2,1,,,,284.8675267886576,,,,,,,,,,,,,,,,,,,
0,2004,3,1,,,,284.8675267886576,,,,,,,,,,,,,,,,,,,
0,2004,4,2,,,,284.8675267886576,,,,,,,,,,,,,,,,,,,
0,2004,5,2,,,,284.8675267886576,,,,,,,,,,,,,,,,,,,
0,2004,6,2,,,,284.8675267886576,,,,,,,,,,,,,,,,,,,
0,2004,7,3,,,,284.8675267886576,,,,,,,,,,,,,,,,,,,
0,2004,8,3,,,,284.8675267886576,,,,,,,,,,,,,,,,,,,
0,2004,9,3,,,,284.8675267886576,,,,,,,,,,,,,,,,,,,
0,2004,10,4,,,,284.8675267886576,,,,,,,,,,,,,,,,,,,
0,2004,11,4,,,,284.8675267886576,,,,,,,,,,,,,,,,,,,
0,2004,12,4,,,,284.8675267886576,,,,,,,,,,,,,,,,,,,
0,2005,1,1,,,,303.51072995907,21.7,,,,,,,,,,,,,,,,,,
0,2005,2,1,,,,303.51072995907,21.7,,,,,,,,,,,,,,,,,,
0,2005,3,1,,,,303.51072995907,21.7,,,,,,,,,,,,,,,,,,
0,2005,4,2,,,,303.51072995907,21.7,,,,,,,,,,,,,,,,,,
0,2005,5,2,,,,303.51072995907,21.7,,,,,,,,,,,,,,,,,,
0,2005,6,2,,,,303.51072995907,21.7,,,,,,,,,,,,,,,,,,
0,2005,7,3,,,,303.51072995907,21.7,,,,,,,,,,,,,,,,,,
0,2005,8,3,,,,303.51072995907,21.7,,,,,,,,,,,,,,,,,,
0,2005,9,3,,,,303.51072995907,21.7,,,,,,,,,,,,,,,,,,
0,2005,10,4,,,,303.51072995907,21.7,,,,,,,,,,,,,,,,,,
0,2005,11,4,,,,303.51072995907,21.7,,,,,,,,,,,,,,,,,,
0,2005,12,4,,,,303.51072995907,21.7,,,,,,,,,,,,,,,,,,
0,2006,1,1,,,,353.3885234535758,21.0,,,,,,,,,,,,,,,,,,
0,2006,2,1,,,,353.3885234535758,21.0,,,,,,,,,,,,,,,,,,
0,2006,3,1,,,,353.3885234535758,21.0,,,,,,,,,,,,,,,,,,
0,2006,4,2,,,,353.3885234535758,21.0,,,,,,,,,,,,,,,,,,
0,2006,5,2,,,,353.3885234535758,21.0,,,,,,,,,,,,,,,,,,
0,2006,6,2,,,,353.3885234535758,21.0,,,,,,,,,,,,,,,,,,
0,2006,7,3,,,,353.3885234535758,21.0,,,,,,,,,,,,,,,,,,
0,2006,8,3,,,,353.3885234535758,21.0,,,,,,,,,,,,,,,,,,
0,2006,9,3,,,,353.3885234535758,21.0,,,,,,,,,,,,,,,,,,
0,2006,10,4,,,,353.3885234535758,21.0,,,,,,,,,,,,,,,,,,
0,2006,11,4,,,,353.3885234535758,21.0,,,,,,,,,,,,,,,,,,
0,2006,12,4,,,,353.3885234535758,21.0,,,,,,,,,,,,,,,,,,
0,2007,1,1,,,64.5,428.7052353041083,20.40961946260791,,,,,,,,,,,,,,,,,,
0,2007,2,1,,,64.5,428.7052353041083,20.40961946260791,,,,,,,,,,,,,,,,,,
0,2007,3,1,,,64.5,428.7052353041083,20.40961946260791,,,,,,,,,,,,,,,,,,
0,2007,4,2,,,64.5,428.7052353041083,20.40961946260791,,,,,,,,,,,,,,,,,,
0,2007,5,2,,,64.5,428.7052353041083,20.40961946260791,,,,,,,,,,,,,,,,,,
0,2007,6,2,,,64.5,428.7052353041083,20.40961946260791,,,,,,,,,,,,,,,,,,
0,2007,7,3,,,64.5,428.7052353041083,20.40961946260791,,,,,,,,,,,,,,,,,,
0,2007,8,3,,,64.5,428.7052353041083,20.40961946260791,,,,,,,,,,,,,,,,,,
0,2007,9,3,,,64.5,428.7052353041083,20.40961946260791,,,,,,,,,,,,,,,,,,
0,2007,10,4,,,64.5,428.7052353041083,20.40961946260791,,,,,,,,,,,,,,,,,,
0,2007,11,4,,,64.5,428.7052353041083,20.40961946260791,,,,,,,,,,,,,,,,,,
0,2007,12,4,,,64.5,428.7052353041083,20.40961946260791,,,,,,,,,,,,,,,,,,
0,2008,1,1,104.8,,60.1,448.7693583557387,21.15262938237984,,,,,,,,,,,,,,,,,,
0,2008,2,1,104.8,,60.1,448.7693583557387,21.15262938237984,,,,,,,,,,,,,,,,,,
0,2008,3,1,104.8,,60.1,448.7693583557387,21.15262938237984,,,,,,,,,,,,,,,,,,
0,2008,4,2,104.8,,60.1,448.7693583557387,21.15262938237984,,,,,,,,,,,,,,,,,,
0,2008,5,2,104.8,,60.1,448.7693583557387,21.15262938237984,,,,,,,,,,,,,,,,,,
0,2008,6,2,104.8,,60.1,448.7693583557387,21.15262938237984,,,,,,,,,,,,,,,,,,
0,2008,7,3,104.8,,60.1,448.7693583557387,21.15262938237984,,,,,,,,,,,,,,,,,,
0,2008,8,3,104.8,,60.1,448.7693583557387,21.15262938237984,,,,,,,,,,,,,,,,,,
0,2008,9,3,104.8,,60.1,448.7693583557387,21.15262938237984,,,,,,,,,,,,,,,,,,
0,2008,10,4,104.8,,60.1,448.7693583557387,21.15262938237984,,,,,,,,,,,,,,,,,,
0,2008,11,4,104.8,,60.1,448.7693583557387,21.15262938237984,,,,,,,,,,,,,,,,,,
0,2008,12,4,104.8,,60.1,448.7693583557387,21.15262938237984,,,,,,,,,,,,,,,,,,
0,2009,1,1,95.9,,56.5,419.4519985380293,18.39460596886836,,,,15.2,,,,,,,,,,,,,,
0,2009,2,1,95.9,,56.5,419.4519985380293,18.39460596886836,,,,15.2,,,,,,,,,,,,,,
0,2009,3,1,95.9,,56.5,419.4519985380293,18.39460596886836,,,,15.2,,,,,,,,,,,,,,
0,2009,4,2,95.9,,56.5,419.4519985380293,18.39460596886836,,,,15.2,,,,,,,,,,,,,,
0,2009,5,2,95.9,,56.5,419.4519985380293,18.39460596886836,,,,15.2,,,,,,,,,,,,,,
0,2009,6,2,95.9,,56.5,419.4519985380293,18.39460596886836,,,,15.2,,,,,,,,,,,,,,
0,2009,7,3,95.9,,56.5,419.4519985380293,18.39460596886836,,,,15.2,,,,,,,,,,,,,,
0,2009,8,3,95.9,,56.5,419.4519985380293,18.39460596886836,,,,15.2,,,,,,,,,,,,,,
0,2009,9,3,95.9,,56.5,419.4519985380293,18.39460596886836,,,,15.2,,,,,,,,,,,,,,
0,2009,10,4,95.9,,56.5,419.4519985380293,18.39460596886836,,,,15.2,,,,,,,,,,,,,,
0,2009,11,4,95.9,,56.5,419.4519985380293,18.39460596886836,,,,15.2,,,,,,,,,,,,,,
0,2009,12,4,95.9,,56.5,419.4519985380293,18.39460596886836,,,,15.2,,,,,,,,,,,,,,
0,2010,1,1,103.2,9.5,55.0,409.0368750970777,18.78994741762855,,,,17.5,,,,,,,,,,,,,,
0,2010,2,1,103.2,9.5,55.0,409.0368750970777,18.78994741762855,,,,17.5,,,,,,,,,,,,,,
0,2010,3,1,103.2,9.5,55.0,409.0368750970777,18.78994741762855,,,,17.5,,,,,,,,,,,,,,
0,2010,4,2,103.2,9.5,55.0,409.0368750970777,18.78994741762855,,,,17.5,,,,,,,,,,,,,,
0,2010,5,2,103.2,9.5,55.0,409.0368750970777,18.78994741762855,,,,17.5,,,,,,,,,,,,,,
0,2010,6,2,103.2,9.5,55.0,409.0368750970777,18.78994741762855,,,,17.5,,,,,,,,,,,,,,
0,2010,7,3,103.2,9.5,55.0,409.0368750970777,18.78994741762855,,,,17.5,,,,,,,,,,,,,,
0,2010,8,3,103.2,9.5,55.0,409.0368750970777,18.78994741762855,,,,17.5,,,,,,,,,,,,,,
0,2010,9,3,103.2,9.5,55.0,409.0368750970777,18.78994741762855,,,,17.5,,,,,,,,,,,,,,
0,2010,10,4,103.2,9.5,55.0,409.0368750970777,18.78994741762855,,,,17.5,,,,,,,,,,,,,,
0,2010,11,4,103.2,9.5,55.0,409.0368750970777,18.78994741762855,,,,17.5,,,,,,,,,,,,,,
0,2010,12,4,103.2,9.5,55.0,409.0368750970777,18.78994741762855,,,,17.5,,,,,,,,,,,,,,
0,2011,1,1,103.3,10.4,55.4,435.3613888079066,19.34280594870341,,128.0278939333558,,18.4,,,,,,,,,,,,,,
0,2011,2,1,103.3,10.4,55.4,435.3613888079066,19.34280594870341,,128.0278939333558,,18.4,,,,,,,,,,,,,,
0,2011,3,1,103.3,10.4,55.4,435.3613888079066,19.34280594870341,,128.0278939333558,,18.4,,,,,,,,,,,,,,
0,2011,4,2,103.3,10.4,55.4,435.3613888079066,19.34280594870341,,128.0278939333558,,18.4,,,,,,,,,,,,,,
0,2011,5,2,103.3,10.4,55.4,435.3613888079066,19.34280594870341,,128.0278939333558,,18.4,,,,,,,,,,,,,,
0,2011,6,2,103.3,10.4,55.4,435.3613888079066,19.34280594870341,,128.0278939333558,,18.4,,,,,,,,,,,,,,
0,2011,7,3,103.3,10.4,55.4,435.3613888079066,19.34280594870341,,128.0278939333558,,18.4,,,,,,,,,,,,,,
0,2011,8,3,103.3,10.4,55.4,435.3613888079066,19.34280594870341,,128.0278939333558,,18.4,,,,,,,,,,,,,,
0,2011,9,3,103.3,10.4,55.4,435.3613888079066,19.34280594870341,,128.0278939333558,,18.4,,,,,,,,,,,,,,
0,2011,10,4,103.3,10.4,55.4,435.3613888079066,19.34280594870341,,128.0278939333558,,18.4,,,,,,,,,,,,,,
0,2011,11,4,103.3,10.4,55.4,435.3613888079066,19.34280594870341,,128.0278939333558,,18.4,,,,,,,,,,,,,,
0,2011,12,4,103.3,10.4,55.4,435.3613888079066,19.34280594870341,,128.0278939333558,,18.4,,,,,,,,,,,,,,
0,2012,1,1,103.8,10.3,58.3,458.517311182761,19.47929112011882,,144.7321238595923,,20.5,,,,,,1849.1,12.7,,,,,,,
0,2012,2,1,103.8,10.3,58.3,458.517311182761,19.47929112011882,,144.7321238595923,,20.5,,,,,,1849.1,12.7,,,,,,,
0,2012,3,1,103.8,10.3,58.3,458.517311182761,19.47929112011882,,144.7321238595923,,20.5,,,,,,1849.1,12.7,,,,,,,
0,2012,4,2,103.8,10.3,58.3,458.517311182761,19.47929112011882,,144.7321238595923,,20.5,,,,,,1849.1,12.7,,,,,,,
0,2012,5,2,103.8,10.3,58.3,458.517311182761,19.47929112011882,,144.7321238595923,,20.5,,,,,,1849.1,12.7,,,,,,,
0,2012,6,2,103.8,10.3,58.3,458.517311182761,19.47929112011882,,144.7321238595923,,20.5,,,,,,1849.1,12.7,,,,,,,
0,2012,7,3,103.8,10.3,58.3,458.517311182761,19.47929112011882,,144.7321238595923,,20.5,,,,,,1849.1,12.7,,,,,,,
0,2012,8,3,103.8,10.3,58.3,458.517311182761,19.47929112011882,,144.7321238595923,,20.5,,,,,,1849.1,12.7,,,,,,,
0,2012,9,3,103.8,10.3,58.3,458.517311182761,19.47929112011882,,144.7321238595923,,20.5,,,,,,1849.1,12.7,,,,,,,
0,2012,10,4,103.8,10.3,58.3,458.517311182761,19.47929112011882,,144.7321238595923,,20.5,,,,,,1849.1,12.7,,,,,,,
0,2012,11,4,103.8,10.3,58.3,458.517311182761,19.47929112011882,,144.7321238595923,,20.5,,,,,,1849.1,12.7,,,,,,,
0,2012,12,4,103.8,10.3,58.3,458.517311182761,19.47929112011882,,144.7321238595923,,20.5,,,,,,1849.1,12.7,,,,,,,
0,2013,1,1,102.1,10.1,56.1,490.1400319228096,18.76014210692151,,160.557542465755,,21.9,,,,,,1122.8,6.9,26840.1,,,,,,
0,2013,2,1,102.1,10.1,56.1,490.1400319228096,18.76014210692151,,160.557542465755,,21.9,,,,,,1122.8,6.9,26619.6,,,,,,
0,2013,3,1,102.1,10.1,56.1,490.1400319228096,18.76014210692151,,160.557542465755,,21.9,,,,,,1122.8,6.9,28692.9,,,,,,
0,2013,4,2,102.1,10.1,56.1,490.1400319228096,18.76014210692151,,160.557542465755,,21.9,,,,,,1122.8,6.9,30025.9,,,,,,
0,2013,5,2,102.1,10.1,56.1,490.1400319228096,18.76014210692151,,160.557542465755,,21.9,,,,,,1122.8,6.9,29723.0,,,,,,
0,2013,6,2,102.1,10.1,56.1,490.1400319228096,18.76014210692151,,160.557542465755,,21.9,,,,,,1122.8,6.9,30986.1,,,,,,
0,2013,7,3,102.1,10.1,56.1,490.1400319228096,18.76014210692151,,160.557542465755,,21.9,,,,,,1122.8,6.9,30228.7,,,,,,
0,2013,8,3,102.1,10.1,56.1,490.1400319228096,18.76014210692151,,160.557542465755,,21.9,,,,,,1122.8,6.9,29226.3,,,,,,
0,2013,9,3,102.1,10.1,56.1,490.1400319228096,18.76014210692151,,160.557542465755,,21.9,,,,,,1122.8,6.9,29345.5,,,,,,
0,2013,10,4,102.1,10.1,56.1,490.1400319228096,18.76014210692151,,160.557542465755,,21.9,,,,,,1122.8,6.9,30069.0,,,,,,
0,2013,11,4,102.1,10.1,56.1,490.1400319228096,18.76014210692151,,160.557542465755,,21.9,,,,,,1122.8,6.9,30289.6,,,,,,
0,2013,12,4,102.1,10.1,56.1,490.1400319228096,18.76014210692151,,160.557542465755,,21.9,,,,,,1122.8,6.9,39648.4,,,,,,
0,2014,1,1,100.8,9.9,56.6,574.6532809375292,17.4,,188.2948889355105,0.7,22.9,97.0,,,,,788.1,4.5,29535.0,,,,,,
0,2014,2,1,100.8,9.9,56.6,574.6532809375292,17.4,,188.2948889355105,0.7,22.9,97.0,,,,,788.1,4.5,29255.3,,,,,,
0,2014,3,1,100.8,9.9,56.6,574.6532809375292,17.4,,188.2948889355105,0.7,22.9,97.0,,,,,788.1,4.5,31485.9,,,,,,
0,2014,4,2,100.8,9.9,56.6,574.6532809375292,17.4,,188.2948889355105,0.7,22.9,100.9,,,,,788.1,4.5,32947.3,,,,,,
0,2014,5,2,100.8,9.9,56.6,574.6532809375292,17.4,,188.2948889355105,0.7,22.9,100.9,,,,,788.1,4.5,32271.8,,,,,,
0,2014,6,2,100.8,9.9,56.6,574.6532809375292,17.4,,188.2948889355105,0.7,22.9,100.9,,,,,788.1,4.5,33726.1,,,,,,
0,2014,7,3,100.8,9.9,56.6,574.6532809375292,17.4,,188.2948889355105,0.7,22.9,102.0,,,,,788.1,4.5,32514.7,,,,,,
0,2014,8,3,100.8,9.9,56.6,574.6532809375292,17.4,,188.2948889355105,0.7,22.9,102.0,,,,,788.1,4.5,30763.2,,,,,,
0,2014,9,3,100.8,9.9,56.6,574.6532809375292,17.4,,188.2948889355105,0.7,22.9,102.0,,,,,788.1,4.5,31929.2,,,,,,
0,2014,10,4,100.8,9.9,56.6,574.6532809375292,17.4,,188.2948889355105,0.7,22.9,96.7,,,,,788.1,4.5,32439.1,,,,,,
0,2014,11,4,100.8,9.9,56.6,574.6532809375292,17.4,,188.2948889355105,0.7,22.9,96.7,,,,,788.1,4.5,32546.1,,,,,,
0,2014,12,4,100.8,9.9,56.6,574.6532809375292,17.4,,188.2948889355105,0.7,22.9,96.7,,,,,788.1,4.5,42135.7,,,,,,
0,2015,1,1,98.7,9.3,55.18500563712689,580.7550720925916,17.3,,199.0085306345381,0.87,25.0,98.6,,,,96.90000000000002,-1671.9,-9.1,30928.6,,,,,101.3,82.6
0,2015,2,1,98.7,9.3,55.18500563712689,580.7550720925916,17.3,,199.0085306345381,0.87,25.0,98.6,,,,96.90000000000002,-1671.9,-9.1,31325.3,,,,,99.8,97.2
0,2015,3,1,98.7,9.3,55.18500563712689,580.7550720925916,17.3,,199.0085306345381,0.87,25.0,98.6,,,,96.90000000000002,-1671.9,-9.1,32642.2,,,,,101.9,110.9
0,2015,4,2,98.7,9.3,55.18500563712689,580.7550720925916,17.3,,199.0085306345381,0.87,25.0,96.1,,,,98.59999999999998,-1671.9,-9.1,34377.3,,,,,99.4,95.3
0,2015,5,2,98.7,9.3,55.18500563712689,580.7550720925916,17.3,,199.0085306345381,0.87,25.0,96.1,,,,98.59999999999998,-1671.9,-9.1,34380.4,,,,,99.0,98.9
0,2015,6,2,98.7,9.3,55.18500563712689,580.7550720925916,17.3,,199.0085306345381,0.87,25.0,96.1,,,,98.59999999999998,-1671.9,-9.1,35394.5,,,,,100.1,101.6
0,2015,7,3,98.7,9.3,55.18500563712689,580.7550720925916,17.3,,199.0085306345381,0.87,25.0,93.9,,,,100.9333333333333,-1671.9,-9.1,33900.6,,,,,100.2,101.3
0,2015,8,3,98.7,9.3,55.18500563712689,580.7550720925916,17.3,,199.0085306345381,0.87,25.0,93.9,,,,100.9333333333333,-1671.9,-9.1,32175.8,,,,,100.7,100.5
0,2015,9,3,98.7,9.3,55.18500563712689,580.7550720925916,17.3,,199.0085306345381,0.87,25.0,93.9,,,,100.9333333333333,-1671.9,-9.1,32911.0,,,,,100.5,101.0
0,2015,10,4,98.7,9.3,55.18500563712689,580.7550720925916,17.3,,199.0085306345381,0.87,25.0,97.6,,,,104.2,-1671.9,-9.1,33357.0,,,,,100.2,105.2
0,2015,11,4,98.7,9.3,55.18500563712689,580.7550720925916,17.3,,199.0085306345381,0.87,25.0,97.6,,,,104.2,-1671.9,-9.1,33346.8,,,,,100.8,99.5
0,2015,12,4,98.7,9.3,55.18500563712689,580.7550720925916,17.3,,199.0085306345381,0.87,25.0,97.6,,,,104.2,-1671.9,-9.1,43407.7,,,,,99.0,107.9
0,2016,1,1,100.1,8.4,53.46315941267802,544.4393041072881,16.3,,218.4338382935996,1.2,27.5,97.2,,,,97.5,-799.1,-4.8,32659.6,,,,,99.1,82.7
0,2016,2,1,100.1,8.4,53.46315941267802,544.4393041072881,16.3,,218.4338382935996,1.2,27.5,97.2,,,,97.5,-799.1,-4.8,33873.4,,,,,102.0,100.1
0,2016,3,1,100.1,8.4,53.46315941267802,544.4393041072881,16.3,,218.4338382935996,1.2,27.5,97.2,,,,97.5,-799.1,-4.8,35500.6,,,,,100.9,109.7
0,2016,4,2,100.1,8.4,53.46315941267802,544.4393041072881,16.3,,218.4338382935996,1.2,27.5,94.9,,,,98.7,-799.1,-4.8,36497.4,,,,,99.8,94.3
0,2016,5,2,100.1,8.4,53.46315941267802,544.4393041072881,16.3,,218.4338382935996,1.2,27.5,94.9,,,,98.7,-799.1,-4.8,37269.8,,,,,100.4,99.5
0,2016,6,2,100.1,8.4,53.46315941267802,544.4393041072881,16.3,,218.4338382935996,1.2,27.5,94.9,,,,98.7,-799.1,-4.8,38447.4,,,,,101.1,102.3
0,2016,7,3,100.1,8.4,53.46315941267802,544.4393041072881,16.3,,218.4338382935996,1.2,27.5,95.7,,,,101.3666666666667,-799.1,-4.8,35887.8,,,,,100.4,100.5
0,2016,8,3,100.1,8.4,53.46315941267802,544.4393041072881,16.3,,218.4338382935996,1.2,27.5,95.7,,,,101.3666666666667,-799.1,-4.8,35405.1,,,,,102.2,102.3
0,2016,9,3,100.1,8.4,53.46315941267802,544.4393041072881,16.3,,218.4338382935996,1.2,27.5,95.7,,,,101.3666666666667,-799.1,-4.8,35843.4,,,,,102.5,101.3
0,2016,10,4,100.1,8.4,53.46315941267802,544.4393041072881,16.3,,218.4338382935996,1.2,27.5,94.8,,,,104.6666666666667,-799.1,-4.8,35749.0,,,,,103.0,105.8
0,2016,11,4,100.1,8.4,53.46315941267802,544.4393041072881,16.3,,218.4338382935996,1.2,27.5,94.8,,,,104.6666666666667,-799.1,-4.8,36195.2,,,,,105.2,101.6
0,2016,12,4,100.1,8.4,53.46315941267802,544.4393041072881,16.3,,218.4338382935996,1.2,27.5,94.8,,,,104.6666666666667,-799.1,-4.8,47554.0,,,,,103.9,106.6
0,2017,1,1,102.1,14.60518777534127,53.2,536.4254891941687,16.1,,233.9993416551026,1.3,30.7,99.8,5.536235416441798,5.2,,97.36666666666667,1129.8,7.1,34421.59613784675,,,,,106.6,84.9
0,2017,2,1,102.1,14.60518777534127,53.2,536.4254891941687,16.1,,233.9993416551026,1.3,30.7,99.8,5.536235416441798,5.2,,97.36666666666667,1129.8,7.1,35497.10732876125,,,,,101.6,95.4
0,2017,3,1,102.1,14.60518777534127,53.2,536.4254891941687,16.1,,233.9993416551026,1.3,30.7,99.8,5.536235416441798,5.2,,97.36666666666667,1129.8,7.1,37899.48251158797,,,,,103.6,111.8
0,2017,4,2,102.1,14.60518777534127,53.2,536.4254891941687,16.1,,233.9993416551026,1.3,30.7,99.6,5.190003124241619,5.2,,99.26666666666668,1129.8,7.1,39225.10619901859,,,,,104.3,95.0
0,2017,5,2,102.1,14.60518777534127,53.2,536.4254891941687,16.1,,233.9993416551026,1.3,30.7,99.6,5.190003124241619,5.2,,99.26666666666668,1129.8,7.1,39679.44386059475,,,,,106.3,101.3
0,2017,6,2,102.1,14.60518777534127,53.2,536.4254891941687,16.1,,233.9993416551026,1.3,30.7,99.6,5.190003124241619,5.2,,99.26666666666668,1129.8,7.1,41453.81668524139,,,,,105.5,101.5
0,2017,7,3,102.1,14.60518777534127,53.2,536.4254891941687,16.1,,233.9993416551026,1.3,30.7,99.4,5.000028836864073,5.2,,100.9,1129.8,7.1,38073.16027688964,,,,,104.6,99.6
0,2017,8,3,102.1,14.60518777534127,53.2,536.4254891941687,16.1,,233.9993416551026,1.3,30.7,99.4,5.000028836864073,5.2,,100.9,1129.8,7.1,37098.68891890836,,,,,105.1,102.9
0,2017,9,3,102.1,14.60518777534127,53.2,536.4254891941687,16.1,,233.9993416551026,1.3,30.7,99.4,5.000028836864073,5.2,,100.9,1129.8,7.1,38046.78841751919,,,,,104.0,100.2
0,2017,10,4,102.1,14.60518777534127,53.2,536.4254891941687,16.1,,233.9993416551026,1.3,30.7,100.6,5.052252111385112,5.2,,103.3666666666667,1129.8,7.1,38332.64732426007,,,,,102.3,104.0
0,2017,11,4,102.1,14.60518777534127,53.2,536.4254891941687,16.1,,233.9993416551026,1.3,30.7,100.6,5.052252111385112,5.2,,103.3666666666667,1129.8,7.1,38847.80881673527,,,,,101.1,100.4
0,2017,12,4,102.1,14.60518777534127,53.2,536.4254891941687,16.1,,233.9993416551026,1.3,30.7,100.6,5.052252111385112,5.2,,103.3666666666667,1129.8,7.1,51197.34518552761,,,,,100.3,105.7
0,2018,1,1,103.1,12.78400827381145,52.82208241064291,511.8270136087074,15.5,,247.7633812263558,1.7,32.7,102.3,5.055386179241166,4.8,,98.03333333333336,2524.3,14.7,39016.68417880713,,,,,102.7,86.9
0,2018,2,1,103.1,12.78400827381145,52.82208241064291,511.8270136087074,15.5,,247.7633812263558,1.7,32.7,102.3,5.055386179241166,4.8,,98.03333333333336,2524.3,14.7,40443.36287949518,,,,,103.2,95.8
0,2018,3,1,103.1,12.78400827381145,52.82208241064291,511.8270136087074,15.5,,247.7633812263558,1.7,32.7,102.3,5.055386179241166,4.8,,98.03333333333336,2524.3,14.7,42363.57319728616,,,,,102.7,111.4
0,2018,4,2,103.1,12.78400827381145,52.82208241064291,511.8270136087074,15.5,,247.7633812263558,1.7,32.7,101.5,4.751422563268566,4.8,,99.06666666666666,2524.3,14.7,43381.051688983,,,,,103.2,95.4
0,2018,5,2,103.1,12.78400827381145,52.82208241064291,511.8270136087074,15.5,,247.7633812263558,1.7,32.7,101.5,4.751422563268566,4.8,,99.06666666666666,2524.3,14.7,44075.53753738286,,,,,103.5,101.6
0,2018,6,2,103.1,12.78400827381145,52.82208241064291,511.8270136087074,15.5,,247.7633812263558,1.7,32.7,101.5,4.751422563268566,4.8,,99.06666666666666,2524.3,14.7,45848.07764798236,,,,,102.1,100.2
