year,quarter,month,ВВП в текущих ценах,ВВП в ценах 2021,ВВП в ценах 2021 без сезонности,Индекс физ объема ВВП,Дефлятор ВВП,Произв-во выс тех уров пред,Произв-во выс тех уров соот,Себестоимость добычи нефти,Ключевая ставка,Инфляция,Выпуск по соот. периоду,Выпуск по предыд периоду,ПЛ БЛ 1,ПЛ БЛ 2,ПЛ БЛ 3,ПЛ БЛ 4,ПЛ БЛ 5,ПЛ БЛ 6,ПЛ БЛ 7,ПЛ БЛ 8,ПЛ БЛ 9,ПЛ БЛ 10,ДомХоз 1,ДомХоз 2,ДомХоз 3,ДомХоз 4,ДомХоз 5,ДомХоз 6,ДомХоз 7,ДомХоз 8,Курс Дол 1,Курс Дол 2,Курс Дол 3,Ключевая ставка % ,ИПЦ общ к пред мес %,ИПЦ прод тов к пред мес %,ИПЦ непрод тов к пред мес %,ИПЦ услуги к пред мес %,ИПР к соотв мес пред г %,ИПР к пред мес %,ИВБО к соотв мес пред г %,ИВБО к пред мес %,Инфляция %,ДомХоз 9,ДомХоз 10,ДомХоз 11,ДомХоз 12,ДомХоз 13,ДомХоз 14,ДомХоз 15,ДомХоз 16,ДомХоз 17,ДомХоз 18,ДомХоз 19,ДомХоз 20,ДомХоз 21,ДомХоз 22,ДомХоз 23,ДомХоз 24,ДомХоз 25,ДомХоз 26,ДомХоз 27,ДомХоз 28,ДомХоз 29,ДомХоз 30,ДомХоз 31,ДомХоз 32,ДомХоз 33
2001,3,7,,,,,,,,,,,,,6695.0,11649.0,-2692.0,-2031.0,-231.0,-5592.0,-9225.0,-1183.0,2450.0,-2410.0,,,,,,,,,,,,,100.45,99.74,100.53,102.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,3,8,,,,,,,,,,,,,6695.0,11649.0,-2692.0,-2031.0,-231.0,-5592.0,-9225.0,-1183.0,2450.0,-2410.0,,,,,,,,,,,,,100.01,98.97,100.79,102.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,3,9,,,,,,,,,,,,,6695.0,11649.0,-2692.0,-2031.0,-231.0,-5592.0,-9225.0,-1183.0,2450.0,-2410.0,,,,,,,,,,,,,100.6,99.75,101.16,102.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,4,10,,,,,,,,,,,,,5692.0,8151.0,-1665.0,-465.0,-329.0,4392.0,1452.0,-4348.0,-1407.0,-2310.0,,,,,,,,,,,,,101.09,100.74,101.31,101.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,4,11,,,,,,,,,,,,,5692.0,8151.0,-1665.0,-465.0,-329.0,4392.0,1452.0,-4348.0,-1407.0,-2310.0,,,,,,,,,,,,,101.36,101.48,101.06,101.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,4,12,,,,,,,,,,,,,5692.0,8151.0,-1665.0,-465.0,-329.0,4392.0,1452.0,-4348.0,-1407.0,-2310.0,,,,,,,,,,,,,101.6,102.04,100.92,101.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,1,,,,,,,,,,,,,5975.0,8983.0,-1939.0,-836.0,-234.0,5331.0,5859.0,1027.0,499.0,-645.0,,,,,,,,,,,,,103.09,102.82,101.23,107.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,2,,,,,,,,,,,,,5975.0,8983.0,-1939.0,-836.0,-234.0,5331.0,5859.0,1027.0,499.0,-645.0,,,,,,,,,,,,,101.16,100.87,100.77,102.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,3,,,,,,,,,,,,,5975.0,8983.0,-1939.0,-836.0,-234.0,5331.0,5859.0,1027.0,499.0,-645.0,,,,,,,,,,,,,101.08,100.46,100.68,103.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,4,,,,,,,,,,,,,7183.0,10768.0,-2147.0,-1187.0,-250.0,5572.0,-3374.0,-2852.0,6095.0,-566.0,,,,,,,,,,,,,101.16,100.96,100.77,102.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,5,,,,,,,,,,,,,7183.0,10768.0,-2147.0,-1187.0,-250.0,5572.0,-3374.0,-2852.0,6095.0,-566.0,,,,,,,,,,,,,101.69,102.21,101.19,100.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,6,,,,,,,,,,,,,7183.0,10768.0,-2147.0,-1187.0,-250.0,5572.0,-3374.0,-2852.0,6095.0,-566.0,,,,,,,,,,,,,100.53,99.82,101.13,101.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,7,,,,,,,,,,,,,6856.0,12470.0,-2541.0,-2977.0,-96.0,-643.0,-3725.0,149.0,3231.0,-1875.0,,,,,,,,,,,,,100.72,100.43,100.57,101.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,8,,,,,,,,,,,,,6856.0,12470.0,-2541.0,-2977.0,-96.0,-643.0,-3725.0,149.0,3231.0,-1875.0,,,,,,,,,,,,,100.09,98.92,100.68,102.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,9,,,,,,,,,,,,,6856.0,12470.0,-2541.0,-2977.0,-96.0,-643.0,-3725.0,149.0,3231.0,-1875.0,,,,,,,,,,,,,100.4,99.27,100.87,102.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,4,10,,,,,,,,,,,,,7459.0,11430.0,-2215.0,-1583.0,-173.0,413.0,3841.0,4978.0,1550.0,-1833.0,,,,,,,,,,,,,101.07,100.62,100.91,102.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,4,11,,,,,,,,,,,,,7459.0,11430.0,-2215.0,-1583.0,-173.0,413.0,3841.0,4978.0,1550.0,-1833.0,,,,,,,,,,,,,101.61,101.96,100.86,101.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,4,12,,,,,,,,,,,,,7459.0,11430.0,-2215.0,-1583.0,-173.0,413.0,3841.0,4978.0,1550.0,-1833.0,,,,,,,,,,,,,101.54,102.22,100.67,101.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,1,,,,,,,,,,,,,11037.0,14281.0,-1601.0,-1488.0,-155.0,9780.0,6985.0,4795.0,7589.0,-1417.0,,,,,,,,,,,,,102.4,102.51,101.08,104.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,2,,,,,,,,,,,,,11037.0,14281.0,-1601.0,-1488.0,-155.0,9780.0,6985.0,4795.0,7589.0,-1417.0,,,,,,,,,,,,,101.63,101.2,100.88,104.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,3,,,,,,,,,,,,,11037.0,14281.0,-1601.0,-1488.0,-155.0,9780.0,6985.0,4795.0,7589.0,-1417.0,,,,,,,,,,,,,101.05,100.97,100.81,101.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2,4,,,,,,,,,,,,,7238.0,12201.0,-1715.0,-3178.0,-70.0,5760.0,2131.0,4423.0,8052.0,-1074.0,,,,,,,,,,,,,101.02,100.98,100.63,101.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2,5,,,,,,,,,,,,,7238.0,12201.0,-1715.0,-3178.0,-70.0,5760.0,2131.0,4423.0,8052.0,-1074.0,,,,,,,,,,,,,100.8,100.69,100.58,101.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2,6,,,,,,,,,,,,,7238.0,12201.0,-1715.0,-3178.0,-70.0,5760.0,2131.0,4423.0,8052.0,-1074.0,,,,,,,,,,,,,100.8,100.79,100.54,101.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,3,7,,,,,,,,,,,,,6851.0,14566.0,-3137.0,-4349.0,-229.0,3832.0,13748.0,7294.0,-2623.0,-3092.0,,,,,,,,,,,,,100.71,100.41,100.47,101.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,3,8,,,,,,,,,,,,,6851.0,14566.0,-3137.0,-4349.0,-229.0,3832.0,13748.0,7294.0,-2623.0,-3092.0,,,,,,,,,,,,,99.59,98.59,100.58,100.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,3,9,,,,,,,,,,,,,6851.0,14566.0,-3137.0,-4349.0,-229.0,3832.0,13748.0,7294.0,-2623.0,-3092.0,,,,,,,,,,,,,100.34,99.82,100.87,100.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,4,10,,,,,,,,,,,,,8002.0,14798.0,-2710.0,-4156.0,69.0,5939.0,3999.0,11407.0,13347.0,-1861.0,,,,,,,,,,,,,101.0,101.1,100.96,100.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,4,11,,,,,,,,,,,,,8002.0,14798.0,-2710.0,-4156.0,69.0,5939.0,3999.0,11407.0,13347.0,-1861.0,,,,,,,,,,,,,100.96,101.24,100.84,100.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,4,12,,,,,,,,,,,,,8002.0,14798.0,-2710.0,-4156.0,69.0,5939.0,3999.0,11407.0,13347.0,-1861.0,,,,,,,,,,,,,101.1,101.47,100.59,100.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,1,1,,,,,,,,,,,,,12446.0,16832.0,-2133.0,-2201.0,-53.0,9366.0,12351.0,9742.0,6758.0,-2482.0,,,,,,,,,,,,,101.75,101.61,100.51,104.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,1,2,,,,,,,,,,,,,12446.0,16832.0,-2133.0,-2201.0,-53.0,9366.0,12351.0,9742.0,6758.0,-2482.0,,,,,,,,,,,,,100.99,101.12,100.42,101.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,1,3,,,,,,,,,,,,,12446.0,16832.0,-2133.0,-2201.0,-53.0,9366.0,12351.0,9742.0,6758.0,-2482.0,,,,,,,,,,,,,100.75,101.05,100.44,100.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2,4,,,,,,,,,,,,,13194.0,19466.0,-2538.0,-3492.0,-243.0,13089.0,11825.0,3779.0,5043.0,-86.0,,,,,,,,,,,,,100.99,100.84,100.58,101.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2,5,,,,,,,,,,,,,13194.0,19466.0,-2538.0,-3492.0,-243.0,13089.0,11825.0,3779.0,5043.0,-86.0,,,,,,,,,,,,,100.74,100.43,100.77,101.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2,6,,,,,,,,,,,,,13194.0,19466.0,-2538.0,-3492.0,-243.0,13089.0,11825.0,3779.0,5043.0,-86.0,,,,,,,,,,,,,100.78,100.8,100.67,100.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,3,7,,,,,,,,,,,,,15252.0,23198.0,-3758.0,-3680.0,-508.0,14802.0,10143.0,1864.0,6523.0,-408.0,,,,,,,,,,,,,100.92,101.01,100.56,101.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,3,8,,,,,,,,,,,,,15252.0,23198.0,-3758.0,-3680.0,-508.0,14802.0,10143.0,1864.0,6523.0,-408.0,,,,,,,,,,,,,100.42,100.11,100.52,100.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,3,9,,,,,,,,,,,,,15252.0,23198.0,-3758.0,-3680.0,-508.0,14802.0,10143.0,1864.0,6523.0,-408.0,,,,,,,,,,,,,100.43,100.04,100.87,100.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,4,10,,,,,,,,,,,,,17669.0,24120.0,-2856.0,-3398.0,-198.0,14806.0,9240.0,21344.0,26911.0,-2519.0,,,,,,,,,,,,,101.14,101.39,100.74,101.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,4,11,,,,,,,,,,,,,17669.0,24120.0,-2856.0,-3398.0,-198.0,14806.0,9240.0,21344.0,26911.0,-2519.0,,,,,,,,,,,,,101.11,101.53,100.67,100.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,4,12,,,,,,,,,,,,,17669.0,24120.0,-2856.0,-3398.0,-198.0,14806.0,9240.0,21344.0,26911.0,-2519.0,,,,,,,,,,,,,101.14,101.74,100.38,100.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,1,,,,,,,,,,,,,19829.0,23791.0,-1900.0,-1824.0,-238.0,18622.0,18444.0,14245.0,14422.0,-1194.0,,,,,,,,,,,,,102.62,101.42,100.37,108.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,2,,,,,,,,,,,,,19829.0,23791.0,-1900.0,-1824.0,-238.0,18622.0,18444.0,14245.0,14422.0,-1194.0,,,,,,,,,,,,,101.23,101.37,100.35,102.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,3,,,,,,,,,,,,,19829.0,23791.0,-1900.0,-1824.0,-238.0,18622.0,18444.0,14245.0,14422.0,-1194.0,,,,,,,,,,,,,101.34,102.07,100.39,101.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2,4,,,,,,,,,,,,,22536.0,29813.0,-2418.0,-4734.0,-126.0,20445.0,21976.0,19539.0,18008.0,-997.0,,,,,,,,,,,,,101.12,101.7,100.51,100.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2,5,,,,,,,,,,,,,22536.0,29813.0,-2418.0,-4734.0,-126.0,20445.0,21976.0,19539.0,18008.0,-997.0,,,,,,,,,,,,,100.8,101.06,100.43,100.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2,6,,,,,,,,,,,,,22536.0,29813.0,-2418.0,-4734.0,-126.0,20445.0,21976.0,19539.0,18008.0,-997.0,,,,,,,,,,,,,100.64,100.72,100.31,100.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3,7,,,,,,,,,,,,,20041.0,31886.0,-4109.0,-7133.0,-603.0,9092.0,1624.0,610.0,8078.0,-274.0,,,,,,,,,,,,,100.46,100.27,100.43,100.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3,8,,,,,,,,,,,,,20041.0,31886.0,-4109.0,-7133.0,-603.0,9092.0,1624.0,610.0,8078.0,-274.0,,,,,,,,,,,,,99.86,98.95,100.53,100.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3,9,,,,,,,,,,,,,20041.0,31886.0,-4109.0,-7133.0,-603.0,9092.0,1624.0,610.0,8078.0,-274.0,,,,,,,,,,,,,100.25,99.34,101.09,100.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,4,10,,,,,,,,,,,,,21983.0,30695.0,-3199.0,-4835.0,-677.0,18838.0,19649.0,21762.0,20952.0,-2539.0,,,,,,,,,,,,,100.55,100.36,100.71,100.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,4,11,,,,,,,,,,,,,21983.0,30695.0,-3199.0,-4835.0,-677.0,18838.0,19649.0,21762.0,20952.0,-2539.0,,,,,,,,,,,,,100.74,100.89,100.63,100.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,4,12,,,,,,,,,,,,,21983.0,30695.0,-3199.0,-4835.0,-677.0,18838.0,19649.0,21762.0,20952.0,-2539.0,,,,,,,,,,,,,100.82,101.06,100.48,100.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,1,1,,,,,,,,,,,,,30381.0,35669.0,-1508.0,-3457.0,-322.0,28370.0,31731.0,24792.0,21431.0,-2032.0,,,,,,,,,,,,,102.43,101.97,100.41,106.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,1,2,,,,,,,,,,,,,30381.0,35669.0,-1508.0,-3457.0,-322.0,28370.0,31731.0,24792.0,21431.0,-2032.0,,,,,,,,,,,,,101.66,102.98,100.45,101.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,1,3,,,,,,,,,,,,,30381.0,35669.0,-1508.0,-3457.0,-322.0,28370.0,31731.0,24792.0,21431.0,-2032.0,,,,,,,,,,,,,100.82,101.17,100.42,100.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,2,4,,,,,,,,,,,,,24068.0,36801.0,-2359.0,-10397.0,23.0,25447.0,1447.0,16932.0,40932.0,1308.0,,,,,,,,,,,,,100.35,100.26,100.28,100.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,2,5,,,,,,,,,,,,,24068.0,36801.0,-2359.0,-10397.0,23.0,25447.0,1447.0,16932.0,40932.0,1308.0,,,,,,,,,,,,,100.48,100.47,100.41,100.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,2,6,,,,,,,,,,,,,24068.0,36801.0,-2359.0,-10397.0,23.0,25447.0,1447.0,16932.0,40932.0,1308.0,,,,,,,,,,,,,100.28,100.02,100.34,100.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,3,7,,,,,,,,,,,,,24143.0,36666.0,-3544.0,-7815.0,-1164.0,28398.0,16922.0,2350.0,13825.0,4228.0,,,,,,,,,,,,,100.67,100.89,100.4,100.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,3,8,,,,,,,,,,,,,24143.0,36666.0,-3544.0,-7815.0,-1164.0,28398.0,16922.0,2350.0,13825.0,4228.0,,,,,,,,,,,,,100.19,99.45,100.76,100.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,3,9,,,,,,,,,,,,,24143.0,36666.0,-3544.0,-7815.0,-1164.0,28398.0,16922.0,2350.0,13825.0,4228.0,,,,,,,,,,,,,100.09,99.37,100.76,100.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,4,10,,,,,,,,,,,,,13724.0,25159.0,-3143.0,-7134.0,-1158.0,21639.0,23369.0,33007.0,31277.0,7743.0,,,,,,,,,,,,,100.28,99.95,100.61,100.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,4,11,,,,,,,,,,,,,13724.0,25159.0,-3143.0,-7134.0,-1158.0,21639.0,23369.0,33007.0,31277.0,7743.0,,,,,,,,,,,,,100.63,100.78,100.56,100.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,4,12,,,,,,,,,,,,,13724.0,25159.0,-3143.0,-7134.0,-1158.0,21639.0,23369.0,33007.0,31277.0,7743.0,,,,,,,,,,,,,100.79,101.09,100.45,100.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1,1,,,,,,,,,,,,,22238.0,27564.0,-2550.0,-2028.0,-748.0,17994.0,28490.0,43420.0,32923.0,-3292.0,,,,,,,,,,,,,101.68,100.94,100.4,104.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1,2,,,,,,,,,,,,,22238.0,27564.0,-2550.0,-2028.0,-748.0,17994.0,28490.0,43420.0,32923.0,-3292.0,,,,,,,,,,,,,101.11,100.83,100.33,102.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1,3,,,,,,,,,,,,,22238.0,27564.0,-2550.0,-2028.0,-748.0,17994.0,28490.0,43420.0,32923.0,-3292.0,,,,,,,,,,,,,100.59,100.77,100.38,100.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2,4,,,,,,,,,,,,,13887.0,29181.0,-3886.0,-10647.0,-761.0,15515.0,20903.0,70936.0,65548.0,1601.0,,,,,,,,,,,,,100.57,100.75,100.4,100.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2,5,,,,,,,,,,,,,13887.0,29181.0,-3886.0,-10647.0,-761.0,15515.0,20903.0,70936.0,65548.0,1601.0,,,,,,,,,,,,,100.63,100.95,100.35,100.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2,6,,,,,,,,,,,,,13887.0,29181.0,-3886.0,-10647.0,-761.0,15515.0,20903.0,70936.0,65548.0,1601.0,,,,,,,,,,,,,100.95,101.73,100.3,100.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,7,,,,,,,,,,,,,14495.0,29062.0,-5376.0,-7338.0,-1852.0,12072.0,39818.0,35642.0,7896.0,-2427.0,,,,,,,,,,,,,100.87,101.42,100.37,100.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,8,,,,,,,,,,,,,14495.0,29062.0,-5376.0,-7338.0,-1852.0,12072.0,39818.0,35642.0,7896.0,-2427.0,,,,,,,,,,,,,100.09,99.4,100.6,100.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,9,,,,,,,,,,,,,14495.0,29062.0,-5376.0,-7338.0,-1852.0,12072.0,39818.0,35642.0,7896.0,-2427.0,,,,,,,,,,,,,100.79,101.02,100.77,100.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,10,,,,,,,,,,,,,21573.0,37640.0,-4906.0,-8815.0,-2346.0,6239.0,23295.0,59616.0,42560.0,-5614.0,,,,,,,,,,,,,101.64,103.26,100.86,100.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,11,,,,,,,,,,,,,21573.0,37640.0,-4906.0,-8815.0,-2346.0,6239.0,23295.0,59616.0,42560.0,-5614.0,,,,,,,,,,,,,101.23,101.93,100.86,100.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,12,,,,,,,,,,,,,21573.0,37640.0,-4906.0,-8815.0,-2346.0,6239.0,23295.0,59616.0,42560.0,-5614.0,,,,,,,,,,,,,101.13,101.61,100.74,100.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,1,,,,,,,,,,,,,37963.0,48598.0,-3711.0,-5352.0,-1572.0,33085.0,50339.0,29346.0,12092.0,-4638.0,,,,,,,,,,,,,102.31,101.91,100.62,105.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,2,,,,,,,,,,,,,37963.0,48598.0,-3711.0,-5352.0,-1572.0,33085.0,50339.0,29346.0,12092.0,-4638.0,,,,,,,,,,,,,101.2,101.66,100.59,101.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,3,,,,,,,,,,,,,37963.0,48598.0,-3711.0,-5352.0,-1572.0,33085.0,50339.0,29346.0,12092.0,-4638.0,,,,,,,,,,,,,101.2,101.98,100.74,100.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,4,,,,,,,,,,,,,27739.0,51219.0,-5229.0,-17227.0,-1024.0,32764.0,38503.0,70652.0,64913.0,4975.0,,,,,,,,,,,,,101.42,102.19,100.88,100.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,5,,,,,,,,,,,,,27739.0,51219.0,-5229.0,-17227.0,-1024.0,32764.0,38503.0,70652.0,64913.0,4975.0,,,,,,,,,,,,,101.35,102.07,100.79,101.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,6,,,,,,,,,,,,,27739.0,51219.0,-5229.0,-17227.0,-1024.0,32764.0,38503.0,70652.0,64913.0,4975.0,,,,,,,,,,,,,100.97,101.08,100.74,101.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,7,,,,,,,,,,,,,27747.0,51426.0,-7300.0,-14114.0,-2265.0,28093.0,56125.0,36938.0,8906.0,295.0,,,,,,,,,,,,,100.51,100.09,100.69,100.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,8,,,,,,,,,,,,,27747.0,51426.0,-7300.0,-14114.0,-2265.0,28093.0,56125.0,36938.0,8906.0,295.0,,,,,,,,,,,,,100.36,99.82,100.57,100.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,9,,,,,,,,,,,,,27747.0,51426.0,-7300.0,-14114.0,-2265.0,28093.0,56125.0,36938.0,8906.0,295.0,,,,,,,,,,,,,100.8,100.74,100.67,101.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,10,,,,,,,,,,,,,10486.0,26383.0,-4179.0,-9790.0,-1927.0,6750.0,95129.0,-36457.0,-124836.0,-3771.0,,,,,,,,,,,,,100.91,101.57,100.81,100.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,11,,,,,,,,,,,,,10486.0,26383.0,-4179.0,-9790.0,-1927.0,6750.0,95129.0,-36457.0,-124836.0,-3771.0,,,,,,,,,,,,,100.83,101.26,100.47,100.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,12,,,,,,,,,,,,,10486.0,26383.0,-4179.0,-9790.0,-1927.0,6750.0,95129.0,-36457.0,-124836.0,-3771.0,,,,,,,,,,,,,100.69,101.01,100.12,100.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,1,1,,,,,,,,,,,,,10568.0,20034.0,-3167.0,-4991.0,-1307.0,2206.0,14243.0,-18477.0,-30513.0,-8342.0,,,,,,,,,,,,,102.37,101.4,100.72,106.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,1,2,,,,,,,,,,,,,10568.0,20034.0,-3167.0,-4991.0,-1307.0,2206.0,14243.0,-18477.0,-30513.0,-8342.0,,,,,,,,,,,,,101.65,101.85,101.6,101.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,1,3,,,,,,,,,,,,,10568.0,20034.0,-3167.0,-4991.0,-1307.0,2206.0,14243.0,-18477.0,-30513.0,-8342.0,,,,,,,,,,,,,101.31,101.69,101.43,100.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,2,4,,,,,,,,,,,,,5310.0,21638.0,-3574.0,-11940.0,-814.0,9672.0,6276.0,10807.0,14203.0,4407.0,,,,,,,,,,,,,100.69,100.69,100.99,100.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,2,5,,,,,,,,,,,,,5310.0,21638.0,-3574.0,-11940.0,-814.0,9672.0,6276.0,10807.0,14203.0,4407.0,,,,,,,,,,,,,100.57,100.66,100.65,100.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,2,6,,,,,,,,,,,,,5310.0,21638.0,-3574.0,-11940.0,-814.0,9672.0,6276.0,10807.0,14203.0,4407.0,,,,,,,,,,,,,100.6,100.51,100.78,100.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,3,7,,,,,,,,,,,,,17273.0,34742.0,-5689.0,-9889.0,-1891.0,5141.0,23917.0,816.0,-9074.0,186.0,,,,,,,,,,,,,100.63,100.55,100.6,100.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,3,8,,,,,,,,,,,,,17273.0,34742.0,-5689.0,-9889.0,-1891.0,5141.0,23917.0,816.0,-9074.0,186.0,,,,,,,,,,,,,100.0,99.11,100.63,100.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,3,9,,,,,,,,,,,,,17273.0,34742.0,-5689.0,-9889.0,-1891.0,5141.0,23917.0,816.0,-9074.0,186.0,,,,,,,,,,,,,99.97,99.21,100.66,100.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,4,10,,,,,,,,,,,,,17232.0,36817.0,-5170.0,-12919.0,-1495.0,14499.0,-9697.0,4564.0,28761.0,-2649.0,,,,,,,,,,,,,100.0,99.47,100.57,99.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,4,11,,,,,,,,,,,,,17232.0,36817.0,-5170.0,-12919.0,-1495.0,14499.0,-9697.0,4564.0,28761.0,-2649.0,,,,,,,,,,,,,100.29,100.27,100.42,100.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
