year,quarter,month,ВВП в текущих ценах,ВВП в ценах 2021,ВВП в ценах 2021 без сезонности,Индекс физ объема ВВП,Дефлятор ВВП,Произв-во выс тех уров пред,Произв-во выс тех уров соот,Себестоимость добычи нефти,Ключевая ставка,Инфляция,Выпуск по соот. периоду,Выпуск по предыд периоду,ПЛ БЛ 1,ПЛ БЛ 2,ПЛ БЛ 3,ПЛ БЛ 4,ПЛ БЛ 5,ПЛ БЛ 6,ПЛ БЛ 7,ПЛ БЛ 8,ПЛ БЛ 9,ПЛ БЛ 10,ДомХоз 1,ДомХоз 2,ДомХоз 3,ДомХоз 4,ДомХоз 5,ДомХоз 6,ДомХоз 7,ДомХоз 8,Курс Дол 1,Курс Дол 2,Курс Дол 3,Ключевая ставка % ,ИПЦ общ к пред мес %,ИПЦ прод тов к пред мес %,ИПЦ непрод тов к пред мес %,ИПЦ услуги к пред мес %,ИПР к соотв мес пред г %,ИПР к пред мес %,ИВБО к соотв мес пред г %,ИВБО к пред мес %,Инфляция %,ДомХоз 9,ДомХоз 10,ДомХоз 11,ДомХоз 12,ДомХоз 13,ДомХоз 14,ДомХоз 15,ДомХоз 16,ДомХоз 17,ДомХоз 18,ДомХоз 19,ДомХоз 20,ДомХоз 21,ДомХоз 22,ДомХоз 23,ДомХоз 24,ДомХоз 25,ДомХоз 26,ДомХоз 27,ДомХоз 28,ДомХоз 29,ДомХоз 30,ДомХоз 31,ДомХоз 32,ДомХоз 33
2022,3,9,38761.70176453476,33857.52258743199,33235.05369001684,97.23893964520714,112.3,100.9666666666667,105.7333333333333,21477.7250087787,7.833333333333333,14.36,98.5,112.0,48055.0,72844.0,-6777.0,-15941.0,-2071.0,44473.0,27443.0,-15273.0,1795.0,-1653.0,109330.6,774.9,38315.3,2758.4,29966.9,28832.0,1128.5,79363.7,51.16,11.1,6.8,7.5,100.05,99.62,100.15,100.51,100.7,113.6,97.63773714751056,105.1054888179677,13.68,18744.7,38135.5,10913.9,24456.3,2765.4,594.0,2391.0,39.5,1825.7,4.9,520.8,7915.7,4244.9,2794.1,641.8,235.0,6413.5,3945.6,27423.8,13021.1,1213.4,11995.7,745.3,448.2,889.1
2022,4,10,42532.30964128838,37439.93076736166,33660.25586406078,98.15748351659676,107.8,127.8333333333333,98.7,18630.14181784381,7.5,12.18333333333333,98.0,108.8,41474.0,62842.0,-8319.0,-10496.0,-2553.0,39282.0,13418.0,-25495.0,414.0,-710.0,111991.1,786.5,37767.7,2966.0,31111.5,29981.1,1124.5,80879.6,70.3375,-4.7,9.2,7.5,100.18,100.28,100.04,100.24,100.6,117.6,98.01864976694556,101.4406653433238,12.63,19052.8,37608.0,11432.1,23215.8,2960.2,520.4,2350.3,42.1,1797.8,4.9,505.5,6789.5,3471.1,2605.8,499.0,213.6,6427.5,4046.5,27846.3,13317.5,1211.8,12107.0,764.8,445.2,887.0
2022,4,11,42532.30964128838,37439.93076736166,33660.25586406078,98.15748351659676,107.8,127.8333333333333,98.7,18630.14181784381,7.5,12.18333333333333,98.0,108.8,41474.0,62842.0,-8319.0,-10496.0,-2553.0,39282.0,13418.0,-25495.0,414.0,-710.0,111991.1,786.5,37767.7,2966.0,31111.5,29981.1,1124.5,80879.6,70.3375,-4.7,9.2,7.5,100.37,100.4,100.06,100.76,100.6,109.9,98.7577594551828,97.98607130857984,11.98,19865.9,38149.1,11575.9,23185.8,3387.4,546.9,2421.4,33.6,1854.7,4.8,528.3,7331.2,3832.5,2711.7,558.8,228.2,6435.7,4107.1,28114.9,13540.8,1209.3,12147.3,844.2,373.3,879.2
2022,4,12,42532.30964128838,37439.93076736166,33660.25586406078,98.15748351659676,107.8,127.8333333333333,98.7,18630.14181784381,7.5,12.18333333333333,98.0,108.8,41474.0,62842.0,-8319.0,-10496.0,-2553.0,39282.0,13418.0,-25495.0,414.0,-710.0,111991.1,786.5,37767.7,2966.0,31111.5,29981.1,1124.5,80879.6,70.3375,-4.7,9.2,7.5,100.78,100.6,100.05,102.04,94.9,156.0,97.35343116021588,111.6427838200481,11.94,19942.1,38773.7,11953.5,23182.2,3638.0,541.1,2746.2,34.7,2134.6,4.8,572.1,7599.5,3908.6,2847.7,612.2,231.0,6437.9,4081.7,28442.0,13748.5,1210.4,12267.3,766.5,449.3,873.1
2023,1,1,36176.00069316479,30615.79620150323,33982.68918781182,98.4305482226911,99.6,96.16666666666669,110.3,17939.3,7.5,8.756666666666666,98.7,81.1,15575.0,30519.0,-7614.0,-5189.0,-2141.0,13039.0,6423.0,-11760.0,-5123.0,-2471.0,124345.1,829.7,41495.8,3011.9,32396.6,31141.5,1250.0,91948.5,77.0863,-14.3,16.5,7.5,100.84,101.32,100.21,101.01,114.9,35.7,97.73683599579196,72.3868737296984,11.77,21591.7,42721.6,14015.5,24314.7,4391.4,583.6,2874.5,26.3,2193.2,4.8,650.1,7883.6,3889.9,3083.8,664.6,245.3,6664.0,4027.8,28810.9,14067.0,1211.3,12277.8,796.5,458.3,1055.9
2023,1,2,36176.00069316479,30615.79620150323,33982.68918781182,98.4305482226911,99.6,96.16666666666669,110.3,17939.3,7.5,8.756666666666666,98.7,81.1,15575.0,30519.0,-7614.0,-5189.0,-2141.0,13039.0,6423.0,-11760.0,-5123.0,-2471.0,124345.1,829.7,41495.8,3011.9,32396.6,31141.5,1250.0,91948.5,77.0863,-14.3,16.5,7.5,100.46,100.79,99.92,100.72,107.3,111.8,98.26632029258148,100.0446099666404,10.99,21420.6,41789.8,12910.9,24378.7,4500.2,602.8,2805.2,27.6,2163.4,4.7,609.6,8028.3,3921.1,3127.4,729.0,250.9,6648.3,3860.1,28942.9,14145.2,1221.1,12323.8,795.2,457.5,1039.1
2023,1,3,36176.00069316479,30615.79620150323,33982.68918781182,98.4305482226911,99.6,96.16666666666669,110.3,17939.3,7.5,8.756666666666666,98.7,81.1,15575.0,30519.0,-7614.0,-5189.0,-2141.0,13039.0,6423.0,-11760.0,-5123.0,-2471.0,124345.1,829.7,41495.8,3011.9,32396.6,31141.5,1250.0,91948.5,77.0863,-14.3,16.5,7.5,100.37,100.13,100.14,100.97,111.2,141.4,100.7841412152385,115.8736288460562,3.51,22175.9,43321.2,13562.5,24758.9,4999.7,580.1,2985.8,26.1,2320.2,4.6,635.0,8272.9,4017.3,3214.2,781.9,259.5,6677.8,3898.8,29209.6,14359.5,1232.2,12383.6,792.2,442.0,1019.7
2023,2,4,40070.18118875641,33291.76745986036,34495.06359836827,105.0902265838961,103.1,106.4333333333333,123.6,21470.5,7.5,2.69,107.6,108.9,7728.0,26294.0,-8916.0,-8538.0,-1111.0,4702.0,10861.0,4708.0,-1431.0,-2980.0,128510.3,888.6,42956.9,3126.8,33252.2,32092.0,1153.8,95258.2,87.0341,-10.2,-2.5,7.5,100.38,100.29,100.15,100.79,109.5,92.6,105.7201150814851,96.80867787644917,2.31,22571.0,43928.0,13906.7,24796.5,5224.8,573.1,3207.4,30.2,2543.6,4.5,629.0,8896.5,4427.2,3362.3,842.8,264.2,6645.2,4063.0,29754.2,14658.3,1251.6,12555.9,830.9,457.5,995.7
2023,2,5,40070.18118875641,33291.76745986036,34495.06359836827,105.0902265838961,103.1,106.4333333333333,123.6,21470.5,7.5,2.69,107.6,108.9,7728.0,26294.0,-8916.0,-8538.0,-1111.0,4702.0,10861.0,4708.0,-1431.0,-2980.0,128510.3,888.6,42956.9,3126.8,33252.2,32092.0,1153.8,95258.2,87.0341,-10.2,-2.5,7.5,100.31,99.69,100.34,101.13,128.5,104.4,109.2014911242836,101.1508371111329,2.51,23312.6,44950.9,14279.3,25177.4,5494.2,596.5,3262.7,29.3,2580.4,4.5,648.5,9406.5,4810.4,3434.9,893.0,268.2,6658.8,4147.9,30281.6,14963.4,1283.8,12708.2,859.1,467.1,990.8
2023,2,6,40070.18118875641,33291.76745986036,34495.06359836827,105.0902265838961,103.1,106.4333333333333,123.6,21470.5,7.5,2.69,107.6,108.9,7728.0,26294.0,-8916.0,-8538.0,-1111.0,4702.0,10861.0,4708.0,-1431.0,-2980.0,128510.3,888.6,42956.9,3126.8,33252.2,32092.0,1153.8,95258.2,87.0341,-10.2,-2.5,7.5,100.37,99.99,100.42,100.83,133.9,121.5,109.0452468773518,104.2799751318382,3.25,23535.0,45579.0,14758.0,25259.6,5561.4,617.1,3331.8,33.3,2640.3,4.5,653.7,9669.3,4906.3,3551.5,947.1,264.5,6651.4,4303.0,30892.6,15291.6,1321.9,12918.0,892.9,468.2,974.9
2023,3,7,45087.68614460976,35797.40669772733,34956.39540288683,105.7295512549268,110.0,101.7,141.5666666666667,31326.53500057271,11.16666666666667,5.149999999999999,108.7,113.0,15511.0,33390.0,-10299.0,-5746.0,-1834.0,12076.0,22535.0,8179.0,-2271.0,-3387.0,137475.0,994.8,45601.3,3262.3,34976.7,33866.5,1103.4,102498.3,97.4147,-13.9,-15.7,8.5,100.63,100.49,100.91,100.48,144.4,88.2,108.6831245452533,104.5912860554976,4.3,24547.6,47181.2,15614.7,25534.6,6032.0,643.0,3563.1,33.6,2812.2,4.5,712.9,10027.4,4992.6,3672.8,1081.2,280.8,6668.9,4402.9,31523.6,15654.2,1361.7,13117.5,926.7,463.5,972.1
2023,3,8,45087.68614460976,35797.40669772733,34956.39540288683,105.7295512549268,110.0,101.7,141.5666666666667,31326.53500057271,11.16666666666667,5.149999999999999,108.7,113.0,15511.0,33390.0,-10299.0,-5746.0,-1834.0,12076.0,22535.0,8179.0,-2271.0,-3387.0,137475.0,994.8,45601.3,3262.3,34976.7,33866.5,1103.4,102498.3,97.4147,-13.9,-15.7,12.0,100.28,99.94,101.14,99.68,143.5,106.9,108.5837819843048,103.8757470032855,5.15,25101.3,48215.9,16078.8,25743.3,6393.7,653.8,3700.3,36.5,2939.1,4.4,720.2,10843.8,5516.2,3805.6,1229.0,293.1,6685.7,4536.1,32094.6,15856.1,1431.9,13372.0,959.6,475.1,1163.1
2023,3,9,45087.68614460976,35797.40669772733,34956.39540288683,105.7295512549268,110.0,101.7,141.5666666666667,31326.53500057271,11.16666666666667,5.149999999999999,108.7,113.0,15511.0,33390.0,-10299.0,-5746.0,-1834.0,12076.0,22535.0,8179.0,-2271.0,-3387.0,137475.0,994.8,45601.3,3262.3,34976.7,33866.5,1103.4,102498.3,97.4147,-13.9,-15.7,13.0,100.87,100.86,101.09,100.61,139.4,110.4,109.5368763491379,106.028052457535,6.0,25680.5,49229.8,15716.3,26756.0,6757.4,634.6,3876.9,51.0,3057.3,4.4,764.2,11579.3,5948.9,3971.1,1350.3,308.9,6691.2,4855.6,33105.7,16435.6,1493.5,13704.1,992.1,480.5,1146.6
2023,4,10,50814.44388693543,39268.66661790158,35264.83693595629,104.8844530773923,113.9,119.7,129.3,31629.07099518559,15.33333333333333,7.196666666666668,106.6,106.7,11319.0,31415.0,-8443.0,-7444.0,-4209.0,11717.0,4230.0,-8688.0,-1195.0,1666.0,147193.8,1075.6,49926.2,3454.1,37795.8,36727.8,1061.8,109398.0,89.6883,1.4,-20.3,15.0,100.83,101.35,100.55,100.48,135.8,114.6,108.4190437620336,100.4054552373055,6.69,25732.2,49944.5,15254.8,27777.9,6911.8,609.5,3854.7,62.2,3031.2,4.4,756.9,11442.0,5768.7,4123.7,1254.6,295.1,6689.8,5259.2,34072.5,17102.5,1541.5,13902.9,1038.5,487.0,1159.1
2023,4,11,50814.44388693543,39268.66661790158,35264.83693595629,104.8844530773923,113.9,119.7,129.3,31629.07099518559,15.33333333333333,7.196666666666668,106.6,106.7,11319.0,31415.0,-8443.0,-7444.0,-4209.0,11717.0,4230.0,-8688.0,-1195.0,1666.0,147193.8,1075.6,49926.2,3454.1,37795.8,36727.8,1061.8,109398.0,89.6883,1.4,-20.3,15.0,101.11,101.55,100.53,101.23,136.6,110.6,105.4587088702029,95.31060419742477,7.48,25160.3,50158.0,14955.0,28517.8,6685.2,595.7,3759.3,71.3,2938.1,4.3,745.5,11672.8,5986.1,4197.2,1207.2,282.3,6662.0,5457.9,34813.9,17592.2,1607.2,14057.1,1066.7,490.7,1136.6
2023,4,12,50814.44388693543,39268.66661790158,35264.83693595629,104.8844530773923,113.9,119.7,129.3,31629.07099518559,15.33333333333333,7.196666666666668,106.6,106.7,11319.0,31415.0,-8443.0,-7444.0,-4209.0,11717.0,4230.0,-8688.0,-1195.0,1666.0,147193.8,1075.6,49926.2,3454.1,37795.8,36727.8,1061.8,109398.0,89.6883,1.4,-20.3,16.0,100.73,101.49,100.42,100.1,117.2,133.9,105.6680120803114,111.8643605232842,7.42,24553.6,50670.2,14486.1,29726.0,6458.1,533.1,3731.4,87.9,2932.0,4.3,707.3,11844.5,5975.7,4378.8,1217.2,272.8,6698.4,5710.6,35358.7,17919.0,1657.8,14192.6,1101.6,487.8,1276.8
2024,1,1,43239.9715681399,32256.95120872041,35617.03861564413,105.3604844911288,113.4,97.2,131.5,30908.86,16.0,7.616666666666667,106.9,81.4,24141.0,34932.0,-7295.0,-2596.0,-900.0,25002.0,24792.0,-7113.0,-6908.0,908.0,152603.3,1077.4,51375.3,3341.9,39717.3,38521.2,1190.4,112886.0,92.366,2.2,-19.9,16.0,100.86,101.26,100.47,100.78,126.7,38.6,105.3485983920331,72.1680623991382,7.44,24931.6,54223.2,16053.9,31605.5,6563.8,552.5,3862.7,96.1,3087.1,4.2,675.3,13286.5,5870.5,5837.0,1299.6,279.4,7086.4,5573.8,35457.5,18206.9,1714.9,13908.5,1129.8,497.3,1468.5
2024,1,2,43239.9715681399,32256.95120872041,35617.03861564413,105.3604844911288,113.4,97.2,131.5,30908.86,16.0,7.616666666666667,106.9,81.4,24141.0,34932.0,-7295.0,-2596.0,-900.0,25002.0,24792.0,-7113.0,-6908.0,908.0,152603.3,1077.4,51375.3,3341.9,39717.3,38521.2,1190.4,112886.0,92.366,2.2,-19.9,16.0,100.68,100.77,100.26,101.06,134.6,118.8,109.3780768408368,103.8712161667475,7.69,24423.4,53912.1,15078.7,32205.9,6627.6,497.5,3872.4,99.9,3112.0,4.2,656.3,13679.2,6083.4,5947.8,1366.5,281.5,7143.9,5511.4,35683.8,18333.3,1751.9,14031.2,1068.1,499.3,1442.8
2024,1,3,43239.9715681399,32256.95120872041,35617.03861564413,105.3604844911288,113.4,97.2,131.5,30908.86,16.0,7.616666666666667,106.9,81.4,24141.0,34932.0,-7295.0,-2596.0,-900.0,25002.0,24792.0,-7113.0,-6908.0,908.0,152603.3,1077.4,51375.3,3341.9,39717.3,38521.2,1190.4,112886.0,92.366,2.2,-19.9,16.0,100.39,100.17,100.27,100.83,125.1,131.5,105.2698114128887,111.5213890083431,7.72,24616.5,55461.7,15733.5,32847.9,6880.3,510.5,3885.1,104.5,3145.1,4.2,631.3,14007.5,6150.3,6037.2,1494.1,326.0,7171.1,5500.3,35960.8,18413.2,1819.5,14165.0,1071.7,491.3,1460.5
2024,2,4,46269.34022843577,34667.89077494536,35803.92859475633,104.1335243517611,110.9,104.9333333333333,126.8333333333333,,16.0,8.243333333333334,105.5,107.5,17403.0,35831.0,-9366.0,-8250.0,-812.0,17163.0,13094.0,-5393.0,-1322.0,-136.0,155924.7,1094.7,52468.8,3387.8,41048.2,39824.9,1217.4,114877.7,85.748,0.2,-15.4,16.0,100.5,100.49,100.41,100.62,131.0,97.0,105.9203608423168,97.40693894779464,7.84,24611.3,56592.6,15937.1,33646.6,7009.0,507.8,3903.2,100.7,3195.9,4.2,602.4,14581.8,6525.8,6282.6,1444.6,328.9,7135.6,5591.9,36594.3,18641.0,1911.3,14414.5,1100.3,527.3,1443.6
2024,2,5,46269.34022843577,34667.89077494536,35803.92859475633,104.1335243517611,110.9,104.9333333333333,126.8333333333333,,16.0,8.243333333333334,105.5,107.5,17403.0,35831.0,-9366.0,-8250.0,-812.0,17163.0,13094.0,-5393.0,-1322.0,-136.0,155924.7,1094.7,52468.8,3387.8,41048.2,39824.9,1217.4,114877.7,85.748,0.2,-15.4,16.0,100.74,100.41,100.46,101.53,125.9,100.3,106.8800637265131,102.0673252097615,8.3,24606.6,57647.5,16076.8,34522.8,7047.9,459.9,3965.6,92.4,3283.6,4.2,585.4,15061.9,6796.1,6397.2,1508.0,360.6,7173.3,5716.0,37195.9,18904.3,1987.3,14662.1,1110.1,532.1,1422.5
2024,2,6,46269.34022843577,34667.89077494536,35803.92859475633,104.1335243517611,110.9,104.9333333333333,126.8333333333333,,16.0,8.243333333333334,105.5,107.5,17403.0,35831.0,-9366.0,-8250.0,-812.0,17163.0,13094.0,-5393.0,-1322.0,-136.0,155924.7,1094.7,52468.8,3387.8,41048.2,39824.9,1217.4,114877.7,85.748,0.2,-15.4,16.0,100.64,100.63,100.29,101.06,123.5,119.3,102.991388372634,100.4859002121606,8.59,24460.5,58875.2,16780.1,35094.4,7000.7,459.3,4076.9,101.2,3326.1,4.1,645.5,14283.3,6263.0,6435.0,1297.3,288.0,7182.8,6070.1,37871.5,19170.5,2085.9,14947.9,1129.8,537.4,1460.9
2024,3,7,,,,,,105.8333333333333,129.1666666666667,,18.33333333333333,8.936666666666667,,,,,,,,,,,,,158348.1,1142.5,51695.3,3460.6,43146.5,41981.9,1159.4,115201.6,92.7126,1.5,-8.9,18.0,101.14,100.36,100.58,102.86,126.4,90.2,103.9710726393928,105.5861890178492,9.13,23997.2,59392.3,17129.8,35537.7,6724.9,422.3,4040.3,95.6,3351.9,4.1,588.8,14161.4,6098.3,6557.2,1233.2,272.8,7251.9,6510.9,38874.5,19759.0,2173.3,15242.2,1144.9,555.1,1440.9
2024,3,8,,,,,,105.8333333333333,129.1666666666667,,18.33333333333333,8.936666666666667,,,,,,,,,,,,,158348.1,1142.5,51695.3,3460.6,43146.5,41981.9,1159.4,115201.6,92.7126,1.5,-8.9,18.0,100.2,99.99,100.6,100.01,122.0,103.1,101.5005422409473,101.4074817048893,9.05,24148.5,60097.8,17443.5,35840.0,6814.3,413.1,3994.7,86.8,3320.8,4.1,583.1,14038.0,5839.6,6781.1,1142.0,275.3,7374.5,6615.2,39182.5,19724.1,2284.1,15442.6,1165.0,566.7,1591.1
2024,3,9,,,,,,105.8333333333333,129.1666666666667,,18.33333333333333,8.936666666666667,,,,,,,,,,,,,158348.1,1142.5,51695.3,3460.6,43146.5,41981.9,1159.4,115201.6,92.7126,1.5,-8.9,19.0,100.48,100.34,100.62,100.51,132.4,119.9,102.8762088326608,107.465081721911,8.63,24604.3,61504.0,17235.3,37044.2,7224.6,397.0,4126.1,73.9,3433.0,4.1,615.2,13659.5,5283.4,6857.8,1227.9,290.4,7506.2,6671.1,39623.3,19848.0,2387.1,15627.3,1177.4,583.4,1618.1
2024,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,100.75,101.23,100.68,100.21,131.9,114.2,103.8108664927767,101.317665445281,8.54,24739.9,62484.8,17116.6,37984.7,7383.5,442.8,4215.4,77.2,3521.6,4.0,612.6,14621.0,5796.2,7310.5,1229.7,284.6,7698.8,6707.2,39822.0,19806.4,2511.5,15734.6,1187.0,582.5,1803.7
2024,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,101.43,102.33,100.51,101.31,120.6,101.1,103.6260643460583,95.14093405733462,8.88,25055.2,63781.3,16369.5,39665.2,7746.6,407.0,4201.5,67.3,3537.0,4.0,593.1,14188.5,5170.1,7474.3,1254.0,290.1,7735.5,6642.8,40014.7,19948.3,2560.2,15656.2,1243.3,606.7,1772.6
2024,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,101.32,102.6,100.81,100.2,136.0,151.0,107.4563916772741,115.9991997667241,9.52,25989.3,65816.5,15667.2,41518.0,8631.3,410.2,4255.5,55.9,3642.7,4.0,552.9,14585.8,5124.8,7744.9,1377.6,338.4,7827.1,6711.2,39357.2,20029.2,2591.2,14887.0,1241.9,607.8,1747.0
2025,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,101.23,101.33,100.42,102.07,,,,,9.92,25878.1,69145.6,17531.2,43474.6,8139.8,429.3,4432.6,64.0,3739.3,4.0,625.3,15507.0,5577.7,8244.1,1338.4,346.9,7716.2,6128.1,38916.3,20100.0,2602.2,14385.8,1215.4,612.9,1717.6
2025,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
